name_en,name_nl,name_de,Google Dutch,Dutch Translator,Google German,German Translator
Office Junior,Office Junior,Büro-Neuling,Office Junior,Kantoor junior,Büro-Neuling,Bürogehilfe
Electronics Test Engineer,Electronics Test Engineer,Electronics Test Engineer,Electronics Test Engineer,Elektronica Test Engineer,Electronics Test Engineer,Elektronik-Test-Ingenieur
Commissioning Manager,Commissioning Manager,Inbetriebnahmeleiter,Commissioning Manager,Inbedrijfstelling Manager,Inbetriebnahmeleiter,Leiter der Inbetriebsetzung
Cost Manager,cost manager,Cost Manager,cost manager,Kostenbeheerder,Cost Manager,Kostenmanager
Science Graduate,Science Graduate,Wissenschaft Graduate,Science Graduate,Afgestudeerd Wetenschapper,Wissenschaft Graduate,Naturwissenschafts-Absolvent
Delivery Consultant,Delivery Consultant,Lieferung Consultant,Delivery Consultant,Levering Adviseur,Lieferung Consultant,Delivery Consultant
Associate Consultant,Associate Consultant,zugehöriger Berater,Associate Consultant,Assistent Adviseur,zugehöriger Berater,Junior-Consultant
Corporate Account Handler,Corporate Account Handler,Corporate Account Handler,Corporate Account Handler,Zakelijke Account Behandelaar,Corporate Account Handler,Firmenkundenbetreuer
Roofer,,Dachdecker/in,,Dakdekker,Dachdecker/in,Dachdecker
Commercial Insurance Account Handler,Commercial Insurance Account Handler,Commercial Insurance Konto Handler,Commercial Insurance Account Handler,Commercieel Verzekerings Account Behandelaar,Commercial Insurance Konto Handler,Kaufmännischer Versicherungsbetreuer
Photocopier Engineer,fotokopieerapparaat Engineer,Fotokopierer Ingenieur,fotokopieerapparaat Engineer,Fotokopieermachine ingenieur,Fotokopierer Ingenieur,Ingenieur für Fotokopierer
Energy Consultant,Energy Consultant,Energieberater,Energy Consultant,Adviseur energie,Energieberater,Energieberater
External Account Manager,External Account Manager,Externe Account Manager,External Account Manager,Externe Account Manager,Externe Account Manager,Externer Kundenbetreuer
Marketing Data Analyst,Marketing Data Analyst,Marketing Data Analyst,Marketing Data Analyst,Marketing Data-analist,Marketing Data Analyst,Marketing-Datenanalyst
RF Design Engineer,RF Design Engineer,RF Design Engineer,RF Design Engineer,RF-ontwerpingenieur,RF Design Engineer,RF-Design-Ingenieur
Protection Advisor,Protection Advisor,Protection Advisor,Protection Advisor,Adviseur Bescherming,Protection Advisor,Schutz-Berater
CFO,,Finanzvorstand,,CFO,Finanzvorstand,CFO
Packaging Engineer,Packaging Engineer,Verpackungsingenieur,Packaging Engineer,Verpakkingsmonteur,Verpackungsingenieur,Verpackungsingenieur
Machine Learning Engineer,Machine Learning Engineer,Machine Learning-Ingenieur,Machine Learning Engineer,Machine Leren Ingenieur,Machine Learning-Ingenieur,Ingenieur für maschinelles Lernen
Production Administrator,Production Administrator,Produktion Administrator,Production Administrator,Productie Administrateur,Produktion Administrator,Produktionsadministrator
Finance Project Manager,Finance Project Manager,Finance Project Manager,Finance Project Manager,Financieel Projectmanager,Finance Project Manager,Projektleiter Finanzen
Internal Communications Officer,Internal Communications Officer,Interne Kommunikationsbeauftragte,Internal Communications Officer,Interne Communicatiemedewerker,Interne Kommunikationsbeauftragte,Interner Kommunikationsbeauftragter
EMEA Financial Crimes Compliance,EMEA Financial Crimes Compliance,EMEA Financial Crimes Einhaltung,EMEA Financial Crimes Compliance,Compliance financiële misdrijven EMEA,EMEA Financial Crimes Einhaltung,EMEA Financial Crimes Compliance
Financial Sales Executive,Financial Sales Executive,Finanz Sales Executive,Financial Sales Executive,Financieel Verkoopmedewerker,Finanz Sales Executive,Finanz-Vertriebsleiter
Contact Lens Optician,Contactlenzenopticien,Kontaktlinsen Optikergeschäft,Contactlenzenopticien,Contactlens opticien,Kontaktlinsen Optikergeschäft,Kontaktlinsenoptiker
Forklift Truck Field Service Engineer,Vorkheftruck Field Service Engineer,Gabelstapler-Kundendiensttechniker,Vorkheftruck Field Service Engineer,Heftruck monteur buitendienst,Gabelstapler-Kundendiensttechniker,Gabelstapler-Außendiensttechniker
BIM Coordinator,BIM Coordinator,BIM-Koordinator,BIM Coordinator,BIM-coördinator,BIM-Koordinator,BIM-Koordinator
Retail Branch Manager,Retail Branch Manager,Einzelhandel Filialleiter,Retail Branch Manager,Detailhandel filiaalmanager,Einzelhandel Filialleiter,Filialleiter im Einzelhandel
HVAC Engineer,HVAC Engineer,HVAC Ingenieur,HVAC Engineer,HVAC-ingenieur,HVAC Ingenieur,HLK-Techniker
Development Officer,Development Officer,Entwicklungsbeamter,Development Officer,Ontwikkelings Ambtenaar,Entwicklungsbeamter,Entwicklungsbeauftragter
Technologist,Technoloog,Technologe,Technoloog,Technoloog,Technologe,Technologe
Investment Administrator,Investment Administrator,Anlageverwalter,Investment Administrator,Investerings Administrateur,Anlageverwalter,Anlageverwalter
Credit Risk Modeller,Credit Risk Modeller,Credit Risk Modeller,Credit Risk Modeller,Krediet Risico Modeller,Credit Risk Modeller,Kreditrisikomodellierer
IT Account Manager,IT Account Manager,IT Account Manager,IT Account Manager,IT Accountmanager,IT Account Manager,IT-Kundenbetreuer
Secondary Teacher,secundair Lerarenopleiding,sekundäre Lehrer,secundair Lerarenopleiding,Leraar secundair onderwijs,sekundäre Lehrer,Hauptschullehrer
Bench Joiner,Bench Joiner,Bench Joiner,Bench Joiner,Bankwerker,Bench Joiner,Schreiner
Driving Instructor,,Fahrlehrer,,Rij-instructeur,Fahrlehrer,Fahrlehrer
Support Coordinator,ondersteuning Coordinator,Support Coordinator,ondersteuning Coordinator,Ondersteunings Coördinator,Support Coordinator,Support-Koordinator
Modelling Analyst,Modeling Analyst,Modellierung Analyst,Modeling Analyst,Analist modellering,Modellierung Analyst,Modellierungs-Analyst
Application Support Specialist,Application Support Specialist,Application Support Specialist,Application Support Specialist,Applicatie Ondersteuning Specialist,Application Support Specialist,Anwendungsunterstützungsspezialist
Medical Science Liaison,Medical Science Liaison,Medical Science Liaison,Medical Science Liaison,Medisch Wetenschappelijk Liaison,Medical Science Liaison,Medizinisch-wissenschaftliche Kontaktperson
Higher Level Teaching Assistant,,Lehrerassistent (hohes Niveau),,Hoger onderwijsassistent,Lehrerassistent (hohes Niveau),Lehrassistent auf höherem Niveau
Catering Manager,,Catering Manager,,Cateringbeheerder,Catering Manager,Catering-Manager
Dumper Driver,dumper Driver,Dumper Treiber,dumper Driver,Dumper Bestuurder,Dumper Treiber,Kippentlader-Fahrer
Site Reliability Engineer,Site Reliability Engineer,Site Reliability Ingenieur,Site Reliability Engineer,Werf Betrouwbaarheids Ingenieur,Site Reliability Ingenieur,Site Reliability-Ingenieur
Trainee Teacher,leraar in opleiding,Referendarin,leraar in opleiding,Leraar in opleiding,Referendarin,Referendar
Talent Acquisition Specialist,Talent Acquisition Specialist,Talent Acquisition Specialist,Talent Acquisition Specialist,Talentacquisitie Specialist,Talent Acquisition Specialist,Talentakquise-Spezialist
Service Transition Manager,Dienst Transition Manager,Service Transition-Manager,Dienst Transition Manager,Service Overgangsmanager,Service Transition-Manager,Service Transition-Manager
Accounts Supervisor,Accounts Supervisor,Konten Betreuer,Accounts Supervisor,Boekhoudkundig Toezichthouder,Konten Betreuer,Accounts Supervisor
Parcel Sorter,Parcel Sorter,Paketsortierer,Parcel Sorter,Pakketsorteerder,Paketsortierer,Paketsortierer
Machinist,Machinist,Maschinist,Machinist,Machinist,Maschinist,Maschinist
Residential Property Paralegal,Residential Property legaal,Residential Property Para,Residential Property legaal,Onroerend goed advocaat,Residential Property Para,Rechtsanwaltsfachangestellter im Bereich Wohnimmobilien
Housekeeping Assistant,housekeeping Assistant,Housekeeping-Assistent,housekeeping Assistant,Assistent huishoudster,Housekeeping-Assistent,Hauswirtschaftsassistentin
Sales & Marketing Manager,Verkoop en Marketing Manager,Manager für Verkauf und Vertrieb,Verkoop en Marketing Manager,Verkoop & Marketing Manager,Manager für Verkauf und Vertrieb,Vertriebs- und Marketingleiter
Event Manager,event Manager,Event Manager,event Manager,Evenement Manager,Event Manager,Event-Manager
Transport Clerk,transport Clerk,Transport Clerk,transport Clerk,Transportbediende,Transport Clerk,Transport-Sachbearbeiter
Head of Product,Head of Product,Leiter Produkt,Head of Product,Hoofd Product,Leiter Produkt,Produktleiter
Machine Learning Researcher,Machine Learning Onderzoeker,Machine Learning Researcher,Machine Learning Onderzoeker,Machine Leren Onderzoeker,Machine Learning Researcher,Forscher für maschinelles Lernen
Maintenance Surveyor,Maintenance Surveyor,Wartung Surveyor,Maintenance Surveyor,Onderhoudscontroleur,Wartung Surveyor,Sachverständiger für Instandhaltung
Editor,,Redakteur,,Redacteur,Redakteur,Redakteur
Strategy Analyst,Strategy Analyst,Strategy Analyst,Strategy Analyst,Strategie-analist,Strategy Analyst,Strategie-Analyst
Financial Planning Manager,Financial Planning Manager,Financial Planning-Manager,Financial Planning Manager,Financieel Planning Manager,Financial Planning-Manager,Finanzplanungs-Manager
Functional Skills Tutor,Functionele vaardigheden Tutor,Funktionelle Fähigkeiten Tutor,Functionele vaardigheden Tutor,Docent functionele vaardigheden,Funktionelle Fähigkeiten Tutor,Tutor für funktionale Fertigkeiten
Technical Buyer,Technical Buyer,Technische Käufer,Technical Buyer,Technisch inkoper,Technische Käufer,Technischer Einkäufer
CSV Engineer,CSV Engineer,CSV-Ingenieur,CSV Engineer,CSV-ingenieur,CSV-Ingenieur,CSV-Ingenieur
Cost Engineer,cost Engineer,Kosten-Ingenieur,cost Engineer,Kosteningenieur,Kosten-Ingenieur,Cost Engineer
Architectural Revit Technician,Bouwkundig Revit Technician,Architectural Revit Technician,Bouwkundig Revit Technician,Bouwkundig Revit Technicus,Architectural Revit Technician,Architektonischer Revit-Techniker
Multi Drop Driver,,Paketzusteller,,Multi-drop Bestuurder,Paketzusteller,Multi Drop-Fahrer
Payroll Advisor,payroll Advisor,Payroll Advisor,payroll Advisor,Loonlijst Adviseur,Payroll Advisor,Entgeltabrechnungsberater
Inspector,,Inspektor,,Inspecteur,Inspektor,Kommissar
Project Analyst,,Projektanalyst,,Project Analist,Projektanalyst,Projektanalyst
Security Installation Engineer,Beveiliging Installatie Engineer,Security Installationsingenieur,Beveiliging Installatie Engineer,Beveiligingsinstallateur,Security Installationsingenieur,Sicherheits-Installationsingenieur
Benefit Account Manager,Benefit Account Manager,Nutzen Account Manager,Benefit Account Manager,Voordeel Rekening Manager,Nutzen Account Manager,Benefit Account Manager
Transport Shift Manager,Transport Shift Manager,Transportschichtleiter,Transport Shift Manager,Transport ploegleider,Transportschichtleiter,Transport-Schichtleiter
Chartered Residential Surveyor,Chartered Residential Surveyor,Chartered Surveyor Wohn,Chartered Residential Surveyor,Geregistreerd landmeter,Chartered Surveyor Wohn,Chartered Residential Surveyor
EA to CEO,EA CEO,EA CEO,EA CEO,EA tot CEO,EA CEO,Assistent des CEO
Marketing Specialist,,Marketing Spezialist,,Marketingspecialist,Marketing Spezialist,Marketingspezialist
Cafe Team Member,Cafe Team Member,Cafe Team-Mitglied,Cafe Team Member,Cafe Teamlid,Cafe Team-Mitglied,Cafe-Teammitglied
Private Client Legal Secretary,Private Client referendaris,Private Client Legal Secretary,Private Client referendaris,Juridisch Secretaris,Private Client Legal Secretary,Rechtsanwaltssekretär für Privatkunden
Associate Credit Portfolio Management,Associëren Credit Portfolio Management,Assoziieren Credit Portfolio Management,Associëren Credit Portfolio Management,Assistent Krediet portefeuillebeheer,Assoziieren Credit Portfolio Management,Kreditportfoliomanagement-Assistent
Health & Beauty Consultant,Health & Beauty Consultant,Gesundheit & Schönheit Berater,Health & Beauty Consultant,Gezondheid & Schoonheid Adviseur,Gesundheit & Schönheit Berater,Gesundheits- & Schönheitsberater
Training Officer,training Officer,Ausbildungsleiter,training Officer,Opleidingsverantwoordelijke,Ausbildungsleiter,Ausbildungsbeauftragter
Fleet Administrator,Fleet Administrator,Flotte Administrator,Fleet Administrator,Vloot Administrateur,Flotte Administrator,Flotten-Administrator
Solutions Consultant,Solutions Consultant,Lösungsberater,Solutions Consultant,Oplossingen Adviseur,Lösungsberater,Lösungsberater
English Graduate,Engels Graduate,Englisch Graduate,Engels Graduate,Afgestudeerd Engels,Englisch Graduate,Englisch-Absolvent
Liquidity Risk Manager,Liquidity Risk Manager,Liquidity Risk Manager,Liquidity Risk Manager,Manager liquiditeitsrisico,Liquidity Risk Manager,Liquiditätsrisiko-Manager
MiFID II Business Analyst,MiFID II Business Analyst,MiFID II Business Analyst,MiFID II Business Analyst,MiFID II-bedrijfsanalist,MiFID II Business Analyst,MiFID II Business Analyst
Remediation Engineer,Remediation Engineer,Remediation Ingenieur,Remediation Engineer,Saneringsingenieur,Remediation Ingenieur,Sanierungsingenieur
Design Technology Teacher,Ontwerp De Leraar van Technologie,Design Technologie Lehrer,Ontwerp De Leraar van Technologie,Docent ontwerptechnologie,Design Technologie Lehrer,Lehrkraft für Konstruktionstechnik
Data Centre Engineer,Data Center Engineer,Data Center-Ingenieur,Data Center Engineer,Gegevens Centrum Ingenieur,Data Center-Ingenieur,Ingenieur für Rechenzentren
Training Administrator,training Administrator,Training Administrator,training Administrator,Opleidingbeheerder,Training Administrator,Schulungs-Administrator
SEN Primary Teacher,SEN leerkracht lager onderwijs,SEN Primary Teacher,SEN leerkracht lager onderwijs,SEN Leraar Basisonderwijs,SEN Primary Teacher,Sonderschullehrer Grundschule
Contaminated Land Specialist,Verontreinigde grond Specialist,Spezialist für kontaminiertes Land,Verontreinigde grond Specialist,Specialist verontreinigde grond,Spezialist für kontaminiertes Land,Spezialist für Altlasten
CRM Analyst,,CRM Analyst,,CRM-analist,CRM Analyst,CRM-Analyst
Proposals Engineer,voorstellen Engineer,Vorschläge Ingenieur,voorstellen Engineer,Voorstellen ingenieur,Vorschläge Ingenieur,Angebotsingenieur
Export Coordinator,export Coordinator,Export Coordinator,export Coordinator,Export Coördinator,Export Coordinator,Export-Koordinator
Real Estate Paralegal,,Rechtsanwaltsfachangestellter im Bereich Immobilien,,Vastgoed advocaat,Rechtsanwaltsfachangestellter im Bereich Immobilien,Rechtsanwaltsfachangestellter im Bereich Immobilien
Headteacher,Schooldirecteur,Schulleiter,Schooldirecteur,Hoofddocent,Schulleiter,Schulleiter
Divisional Manager,Divisie manager,Abteilungsleiter,Divisie manager,Divisie Manager,Abteilungsleiter,Abteilungsleiter
Agile Delivery Manager,Agile Delivery Manager,Agile Delivery Manager,Agile Delivery Manager,Agile Levering Manager,Agile Delivery Manager,Agile Delivery Manager
ServiceNow Developer,ServiceNow Developer,ServiceNow Entwickler,ServiceNow Developer,ServiceNow Ontwikkelaar,ServiceNow Entwickler,ServiceNow-Entwickler
Window Fitter,window Fitter,Fenster Fitter,window Fitter,Raammonteur,Fenster Fitter,Fenstermonteur
MET Technician,BMO Technician,MET-Techniker,BMO Technician,MET-technicus,MET-Techniker,MET-Techniker
Womenswear Designer,Womenswear Designer,DOB-Designer,Womenswear Designer,Ontwerpster van dameskleding,DOB-Designer,Designer für Damenbekleidung
Pre-Commissioning Engineer,Pre-Commissioning Engineer,Pre-Inbetriebnahme-Ingenieur,Pre-Commissioning Engineer,Voorbereidingsingenieur,Pre-Inbetriebnahme-Ingenieur,Vorbetriebs-Ingenieur
Activities Assistant,activiteiten Assistant,Aktivitäten Assistent,activiteiten Assistant,Activiteiten Assistent,Aktivitäten Assistent,Aktivitätenplaner
Actuarial Consultant,Actuarieel adviseur,Aktuarieller Berater,Actuarieel adviseur,Actuarieel Adviseur,Aktuarieller Berater,Versicherungsmathematischer Berater
Corporate Finance Executive,Corporate Finance Executive,Corporate Finance Vorstand,Corporate Finance Executive,Zakelijk Financieel Directeur,Corporate Finance Vorstand,Leiter Unternehmensfinanzierung
Sales Account Executive,Sales Account Executive,Sales Account Executive,Sales Account Executive,Verkoopaccount executive,Sales Account Executive,Kundenbetreuer im Vertrieb
